eco,name,pgn,uci,epd,gambit_name,eco_gambit_name
A80,"Dutch Defense: Manhattan Gambit, Anti-Leningrad",1. d4 f5 2. Qd3 g6 3. g4,d2d4 f7f5 d1d3 g7g6 g2g4,rnbqkbnr/ppppp2p/6p1/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq -,Manhattan Gambit,A80 Manhattan Gambit
A80,"Dutch Defense: Manhattan Gambit, Anti-Modern",1. d4 f5 2. Qd3 d6 3. g4,d2d4 f7f5 d1d3 d7d6 g2g4,rnbqkbnr/ppp1p1pp/3p4/5p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq -,Manhattan Gambit,A80 Manhattan Gambit
A80,"Dutch Defense: Manhattan Gambit, Anti-Stonewall",1. d4 f5 2. Qd3 d5 3. g4,d2d4 f7f5 d1d3 d7d5 g2g4,rnbqkbnr/ppp1p1pp/8/3p1p2/3P2P1/3Q4/PPP1PP1P/RNB1KBNR b KQkq -,Manhattan Gambit,A80 Manhattan Gambit
A80,Dutch Defense: Omega-Isis Gambit,1. d4 f5 2. Nf3 e5,d2d4 f7f5 g1f3 e7e5,rnbqkbnr/pppp2pp/8/4pp2/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -,Omega-Isis Gambit,A80 Omega-Isis Gambit
A80,Dutch Defense: Spielmann Gambit,1. d4 f5 2. Nc3 Nf6 3. g4,d2d4 f7f5 b1c3 g8f6 g2g4,rnbqkb1r/ppppp1pp/5n2/5p2/3P2P1/2N5/PPP1PP1P/R1BQKBNR b KQkq -,Spielmann Gambit,A80 Spielmann Gambit
A82,Dutch Defense: Blackmar's Second Gambit,1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. f3,d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 f2f3,rnbqkb1r/ppppp1pp/5n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR b KQkq -,Blackmar's Second Gambit,A82 Blackmar's Second Gambit
A82,Dutch Defense: Staunton Gambit,1. d4 f5 2. e4,d2d4 f7f5 e2e4,rnbqkbnr/ppppp1pp/8/5p2/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,Staunton Gambit,A82 Staunton Gambit
A82,Dutch Defense: Staunton Gambit Accepted,1. d4 f5 2. e4 fxe4,d2d4 f7f5 e2e4 f5e4,rnbqkbnr/ppppp1pp/8/8/3Pp3/8/PPP2PPP/RNBQKBNR w KQkq -,Staunton Gambit,A82 Staunton Gambit
A82,"Dutch Defense: Staunton Gambit, American Attack",1. d4 f5 2. e4 fxe4 3. Nd2,d2d4 f7f5 e2e4 f5e4 b1d2,rnbqkbnr/ppppp1pp/8/8/3Pp3/8/PPPN1PPP/R1BQKBNR b KQkq -,Staunton Gambit,A82 Staunton Gambit
A82,"Dutch Defense: Staunton Gambit, Tartakower Variation",1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4,d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 g2g4,rnbqkb1r/ppppp1pp/5n2/8/3Pp1P1/2N5/PPP2P1P/R1BQKBNR b KQkq -,Staunton Gambit,A82 Staunton Gambit
A82,French Defense: Franco-Hiva Gambit,1. d4 f5 2. e4 e6,d2d4 f7f5 e2e4 e7e6,rnbqkbnr/pppp2pp/4p3/5p2/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,Franco-Hiva Gambit,A82 Franco-Hiva Gambit
A83,Dutch Defense: Staunton Gambit,1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5,d2d4 f7f5 e2e4 f5e4 b1c3 g8f6 c1g5,rnbqkb1r/ppppp1pp/5n2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR b KQkq -,Staunton Gambit,A83 Staunton Gambit
